label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8451533,0.19756556,0.0,0.0,0.77561486,0.63068444,0.47393903,0.3443014,0.72712535,0.27129278,0.40422192,0.26090553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.37783763,0.36973533,0.39231387,0.30688813,0.33330756,0.3485648,0.43511245,0.23966494,0.0,0.0,0.5722338,0.30025548,0.34366778,0.45474443,0.58019495,0.54803795,0.28781852,0.73011714,0.38245115,0.53099656,0.12716098,0.85735506,0.87333536,0.68598455,0.71736836,0.77677655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.18307756,0.451268,0.18230574,0.42380145,0.16828938,0.4525249,0.20066725,0.37728137,0.0,0.0,0.2694249,0.35244563,0.17139176,0.45119968,0.3598477,0.366225,0.10228215,0.5165093,0.238231,0.3906177,0.11960642,0.5462992,0.44077545,0.42004174,0.3803666,0.48759145,0.5086254,0.5092102,0.52624685,0.5740289,0.64990693,0.48787913,0.6174014,0.49826714
not fallen,0.29751816,0.29193664,0.30535048,0.27310133,0.28282905,0.2644002,0.0,0.0,0.22486055,0.25329876,0.29484135,0.38979653,0.16060235,0.35573334,0.39366361,0.4772664,0.2579975,0.49232084,0.3231409,0.3446136,0.36047974,0.48538527,0.2956331,0.6980781,0.19777952,0.70352167,0.4349017,0.47494403,0.29032898,0.5000731,0.49552634,0.7015132,0.44132543,0.74677473
fall,0.76014584,0.2773952,0.78683007,0.2749995,0.0,0.0,0.81371975,0.34974098,0.0,0.0,0.7150116,0.4906335,0.7242315,0.44834182,0.5621992,0.59524196,0.6001776,0.50135577,0.51645297,0.48089793,0.5393137,0.45481712,0.4312759,0.5620673,0.43613154,0.50960946,0.24385162,0.4646958,0.25235802,0.4634602,0.14768988,0.44607696,0.13891159,0.43046397
fall,0.76884335,0.4979724,0.7707033,0.47165093,0.7422737,0.46714392,0.0,0.0,0.6497595,0.46375424,0.7407554,0.5615654,0.52573824,0.52564687,0.91860193,0.7241556,0.5686966,0.70869195,0.80810213,0.61042815,0.76307297,0.6601341,0.52191335,0.89193106,0.3614038,0.8708354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79174626,0.65737504,0.85487026,0.64732134,0.70184106,0.70086825,0.76572365,0.68845856,0.71678704,0.7701642,0.7465005,0.7685865,0.5383717,0.6560645,0.57250065,0.6268271,0.42016503,0.52324295,0.4258697,0.49259472,0.25487536,0.6489176,0.2540048,0.62169915
not fallen,0.33805084,0.39874178,0.3357905,0.3849922,0.32495308,0.38518015,0.0,0.0,0.2907164,0.39601788,0.31409937,0.47029504,0.28716847,0.47100344,0.3705252,0.5662059,0.3351739,0.5709766,0.42277047,0.53660184,0.41340467,0.52358407,0.35571104,0.6362948,0.33600736,0.65082955,0.4977916,0.6380011,0.49244004,0.6420814,0.53555304,0.81379855,0.5301262,0.8241494
not fallen,0.9289622,0.30126885,0.92917836,0.29260242,0.9213528,0.29214823,0.0,0.0,0.89789313,0.2986121,0.90316266,0.3471062,0.8842625,0.34551394,0.9182917,0.42233542,0.92086756,0.4157206,0.9499453,0.45803508,0.97651905,0.4461652,0.8830919,0.4595727,0.86880964,0.4655144,0.96352035,0.49403718,0.95226353,0.49768436,0.9741974,0.60935646,0.969901,0.61521095
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21023701,0.7054315,0.0,0.0,0.273531,0.69931686,0.31255174,0.8207887,0.28282928,0.8334177,0.4735429,0.8393696,0.47913295,0.832601,0.5777501,0.95167,0.5937398,0.95512646
fall,0.1337468,0.9460228,0.13482292,0.9333692,0.0,0.0,0.16319688,0.9090165,0.0,0.0,0.21895428,0.918709,0.20764427,0.9312161,0.28069103,0.9635453,0.0,0.0,0.28156114,1.0,0.0,0.0,0.37055483,0.9314696,0.35948062,0.9517726,0.49774978,0.9430028,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.29820237,0.47128817,0.29090357,0.4639066,0.0,0.0,0.299085,0.44485936,0.0,0.0,0.37243238,0.43267995,0.30843207,0.42244124,0.44108683,0.61534977,0.32878065,0.58405674,0.3009736,0.7191567,0.27137083,0.70089704,0.5300707,0.28579018,0.4781726,0.2966666,0.7170063,0.36091134,0.6609489,0.33733305,0.89075243,0.23886943,0.78937835,0.23770192
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.3836211,0.42215997,0.0,0.0,0.3964073,0.42858973,0.4513897,0.4069769,0.4376245,0.58082193,0.4800407,0.5515315,0.43308407,0.6535127,0.43832165,0.63802934,0.5877802,0.46172363,0.6360015,0.46151057,0.5364736,0.6359378,0.628624,0.62286913,0.6698973,0.6281323,0.768987,0.6011876
fall,0.72027993,0.5060402,0.0,0.0,0.74241585,0.47806484,0.0,0.0,0.0,0.0,0.0,0.0,0.6353629,0.4681222,0.0,0.0,0.40152606,0.62884647,0.0,0.0,0.43519846,0.6859119,0.29880103,0.5753652,0.2640391,0.5321476,0.0,0.0,0.2927585,0.48201743,0.0,0.0,0.14291695,0.6074634
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.24830027,0.7898136,0.0,0.0,0.30216315,0.8295035,0.32075384,0.77794695,0.32609153,0.9396879,0.33383465,0.85828,0.31431878,0.98135567,0.2954317,0.9383319,0.45351958,0.8666375,0.46603948,0.8467042,0.51574516,0.9908829,0.50299805,0.93340254,0.0,0.0,0.6078261,0.8972112
not fallen,0.9290554,0.29891834,0.9274756,0.2896753,0.9195011,0.2917719,0.0,0.0,0.8993726,0.30052987,0.9092459,0.3419462,0.8820602,0.34434673,0.94003594,0.38644743,0.9109669,0.40856424,0.9773742,0.3970773,0.9497326,0.44667798,0.8936848,0.456117,0.87609416,0.46394202,0.96493214,0.4978066,0.95867026,0.5077036,0.9760942,0.60468733,0.98137903,0.6161148
not fallen,0.49467793,0.56377405,0.506385,0.55497813,0.48654094,0.55251926,0.0,0.0,0.46908927,0.5301883,0.5319532,0.5471592,0.44159722,0.53584194,0.53849095,0.63541114,0.42194757,0.6268193,0.54381853,0.6883163,0.46788126,0.69266516,0.5057598,0.62013495,0.44372702,0.61499304,0.51731986,0.68982965,0.41851935,0.6818118,0.0,0.0,0.0,0.0
fall,0.7156213,0.08640974,0.7445969,0.09056487,0.0,0.0,0.8063862,0.100762956,0.0,0.0,0.8169527,0.13941567,0.69983137,0.0,0.7249671,0.27769378,0.6150456,0.06804574,0.637939,0.34749842,0.5702193,0.2059961,0.7205127,0.18410547,0.64389133,0.10030346,0.68671536,0.2710899,0.5955062,0.1216245,0.5987932,0.27978757,0.57751346,0.27780303
fall,0.5798692,0.5134623,0.58368105,0.52426106,0.6018101,0.4922029,0.5771304,0.49826956,0.625647,0.42080674,0.529748,0.43040776,0.5856726,0.30081072,0.4430317,0.48307663,0.47705522,0.25866565,0.39755192,0.59760445,0.4156097,0.43526432,0.45740494,0.24134846,0.5040144,0.17714389,0.40387115,0.40161282,0.48760244,0.30828002,0.3704534,0.38595736,0.44381967,0.3670118
fall,0.57478076,0.5679814,0.59778196,0.57894415,0.0,0.0,0.0,0.0,0.0,0.0,0.67285,0.5159695,0.565237,0.23857746,0.6063457,0.68663657,0.36369923,0.22462383,0.48756924,0.7748496,0.3503405,0.5269313,0.3488195,0.22241992,0.2922757,0.048498493,0.14309022,0.52635026,0.16112599,0.28364727,0.0,0.0,0.0,0.0
fall,0.4790609,0.8466699,0.4854787,0.8278065,0.4710752,0.8302525,0.0,0.0,0.0,0.0,0.5621028,0.7549016,0.43060207,0.7553827,0.6190204,0.8793344,0.0,0.0,0.60844386,0.9954711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.16699277,0.45874435,0.14414558,0.42254218,0.14909792,0.47826353,0.14977719,0.3629494,0.0,0.0,0.24460743,0.32161632,0.2346872,0.49881417,0.41058117,0.2971522,0.37112427,0.52656186,0.54117364,0.3568258,0.5389733,0.5191583,0.4885443,0.3476819,0.47890007,0.45346516,0.5591422,0.38624895,0.5602139,0.52286583,0.69399136,0.43811795,0.7038971,0.42967042
not fallen,0.5261536,0.13259308,0.54771924,0.11621237,0.5053384,0.118182756,0.58304685,0.12790962,0.47454244,0.13309272,0.63303745,0.21273847,0.4292913,0.2186499,0.70638216,0.2936785,0.34612784,0.3092657,0.7006448,0.39686587,0.3365827,0.4142746,0.5873944,0.42083237,0.4596427,0.42026258,0.5827746,0.58166146,0.43495393,0.57758236,0.56660426,0.7524153,0.45851287,0.73937494
not fallen,0.6152433,0.43891934,0.6185902,0.41909543,0.6084188,0.42678633,0.6482147,0.38994327,0.0,0.0,0.71673155,0.4403938,0.6395932,0.43911645,0.741786,0.58797866,0.6252283,0.544282,0.66200864,0.6388073,0.58677363,0.6204593,0.757569,0.65575206,0.7025567,0.6510797,0.7571533,0.85572124,0.688762,0.85316133,0.0,0.0,0.0,0.0
not fallen,0.26501337,0.42903554,0.27686465,0.42101339,0.26087183,0.4130165,0.0,0.0,0.24454413,0.38387886,0.29903668,0.43438008,0.19871812,0.41280165,0.0,0.0,0.1503015,0.5246709,0.0,0.0,0.1878159,0.55061907,0.0,0.0,0.19262774,0.6071842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.38091373,0.45352826,0.40505052,0.40440398,0.3437183,0.42030254,0.45454517,0.38733473,0.30949792,0.42664137,0.53726304,0.4516697,0.30775505,0.52410185,0.7024385,0.564476,0.19899772,0.6508178,0.74988174,0.7014228,0.14361882,0.7380715,0.6444034,0.60643095,0.5093468,0.6538632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.49424115,0.8244529,0.5018931,0.8228221,0.4852105,0.81973666,0.0,0.0,0.0,0.0,0.5412544,0.7578879,0.43678665,0.7261695,0.59545916,0.7663093,0.38258928,0.69378346,0.5493551,0.823369,0.3933783,0.7821167,0.532138,0.63442796,0.47557566,0.6267025,0.5327386,0.56654817,0.48036695,0.57932955,0.5460164,0.46867934,0.5080667,0.49317455
not fallen,0.94248706,0.29559562,0.9418231,0.2880316,0.93432486,0.2887426,0.0,0.0,0.9114221,0.29451558,0.93286145,0.33760867,0.8814282,0.33833864,0.9539037,0.37732628,0.83214206,0.38709608,0.9617637,0.4075591,0.85594714,0.43855864,0.9146604,0.45303848,0.88391066,0.45888886,0.96802443,0.5160554,0.9377084,0.5275948,0.91630554,0.55479175,0.8858227,0.5753371
fall,0.19978175,0.14524513,0.20167835,0.14165789,0.19702424,0.1419793,0.0,0.0,0.19229989,0.14321077,0.21253291,0.16245289,0.18685879,0.16550586,0.22245458,0.1920405,0.18345939,0.19631054,0.22418109,0.2203233,0.19495337,0.21523409,0.21306054,0.22137567,0.1957964,0.2248953,0.21987756,0.26053357,0.20011811,0.26867747,0.22791655,0.29947752,0.20220092,0.31104547
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18782277,0.8093767,0.18502535,0.9343509,0.28218374,0.7993822,0.27712294,0.96748996,0.22995381,0.9281877,0.23650698,0.9687903,0.37137827,0.83377856,0.3671387,0.9102016,0.46930858,0.79116863,0.47776207,0.87920153,0.593433,0.778565,0.5970047,0.8283933
fall,0.26805565,0.5859626,0.24199124,0.5564421,0.2551733,0.59631854,0.24008162,0.48927575,0.0,0.0,0.31474358,0.43661353,0.31164193,0.5223518,0.40439245,0.49236384,0.39919552,0.5408656,0.33173177,0.6239194,0.33913746,0.61759603,0.5364699,0.3407138,0.528845,0.3966263,0.55888665,0.43679056,0.5537787,0.54037446,0.7258639,0.53417236,0.730049,0.5242154
not fallen,0.43429205,0.17809466,0.45340213,0.15726435,0.41747165,0.15725122,0.4809784,0.1697448,0.39382404,0.167925,0.5017325,0.27085355,0.34939763,0.27532104,0.5190657,0.40971008,0.36106572,0.44643173,0.51904976,0.489243,0.46753058,0.51753455,0.4678289,0.47971612,0.35914293,0.49003014,0.57630295,0.528588,0.40055346,0.543302,0.5864876,0.8115334,0.4301582,0.82878226
not fallen,0.61339897,0.17440338,0.62851286,0.1613392,0.60978276,0.16119829,0.65962994,0.173744,0.0,0.0,0.69709176,0.26080054,0.5909778,0.2774615,0.73318875,0.37124377,0.56323403,0.39272505,0.7079976,0.43864805,0.5928828,0.33974367,0.67387336,0.49610946,0.6119403,0.5030394,0.6560862,0.6813738,0.646552,0.6808939,0.6545238,0.85513633,0.6678934,0.86295176
not fallen,0.6457158,0.37800655,0.6535174,0.37083292,0.63685787,0.36994138,0.66161925,0.3748492,0.62397665,0.37285802,0.66842073,0.41752338,0.6185107,0.41515714,0.6810303,0.40525213,0.6127991,0.4035805,0.68560857,0.36215442,0.6137912,0.36027244,0.670165,0.5749945,0.6296541,0.57378256,0.69486076,0.6802385,0.6077761,0.6760111,0.7093145,0.7815576,0.5922596,0.78165597
not fallen,0.64896697,0.26034078,0.65768474,0.25038543,0.6412838,0.2508271,0.6743714,0.2527468,0.6343945,0.25403598,0.6967301,0.31417382,0.62396514,0.31758082,0.7123729,0.3842437,0.61700565,0.3877882,0.7140396,0.44985977,0.60846466,0.45012146,0.6848028,0.458062,0.63665366,0.45972893,0.69725525,0.5582363,0.6367444,0.56345296,0.68890464,0.64253616,0.64537966,0.6510597
not fallen,0.29627234,0.32323518,0.29066968,0.30371162,0.0,0.0,0.0,0.0,0.0,0.0,0.42650056,0.21232836,0.34044027,0.31975564,0.54378456,0.2027136,0.33618698,0.39024007,0.5627785,0.26359928,0.26548,0.42790395,0.59127206,0.41778716,0.5215321,0.48042116,0.61623996,0.5409365,0.463581,0.6867325,0.7420663,0.67346805,0.50092566,0.8635508
not fallen,0.62300897,0.18147834,0.6311218,0.16955106,0.6086384,0.17430012,0.6465618,0.192241,0.0,0.0,0.70705456,0.2994017,0.58186656,0.29807165,0.7196416,0.40620014,0.5771835,0.43693653,0.6927642,0.4904034,0.58350176,0.50398064,0.6747888,0.5294606,0.59382844,0.5046366,0.6135152,0.6137756,0.5167878,0.5027613,0.5384222,0.8605008,0.519113,0.70298743
not fallen,0.36996529,0.3857028,0.0,0.0,0.35796833,0.38109145,0.0,0.0,0.32791647,0.41602427,0.31377792,0.4812869,0.33015767,0.5141,0.26484466,0.47159767,0.34506506,0.4888465,0.23811226,0.39800668,0.3115766,0.4184992,0.48242465,0.67337435,0.48440439,0.7161705,0.62322205,0.5925925,0.6078428,0.68322116,0.6602381,0.696676,0.67758566,0.8066732
not fallen,0.7010216,0.46305886,0.0,0.0,0.69769734,0.45042768,0.0,0.0,0.66591084,0.44130826,0.65163714,0.48853675,0.62224334,0.484202,0.0,0.0,0.5909302,0.54771656,0.0,0.0,0.6610916,0.52297604,0.6585197,0.6040365,0.6484416,0.6088423,0.6437307,0.68648255,0.68625754,0.69028413,0.6049836,0.7610922,0.67799586,0.79978114
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36428964,0.68544626,0.36800665,0.68534833,0.36130127,0.54886764,0.37779498,0.56250864,0.34501296,0.52010864,0.34319893,0.50817376,0.4295353,0.5399144,0.43609077,0.54643875,0.46921188,0.39097258,0.45241532,0.38926443,0.4899635,0.29487118,0.48916537,0.29291186
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.22104888,0.36227772,0.0,0.0,0.20469368,0.43393058,0.33446184,0.4218665,0.14642271,0.5193662,0.3033763,0.4973999,0.10153396,0.48422813,0.0,0.0,0.22968346,0.5837045,0.3223851,0.5770358,0.24964686,0.71666217,0.3437865,0.71523494,0.27181983,0.8596676,0.3601211,0.8508016
not fallen,0.4746452,0.26823792,0.48279545,0.24755003,0.0,0.0,0.5440642,0.24465282,0.0,0.0,0.6442637,0.31623346,0.52156883,0.31077293,0.6055551,0.41099596,0.35977876,0.33363238,0.4547385,0.4083456,0.19705677,0.34898105,0.74974215,0.49923098,0.683741,0.48635533,0.48913988,0.6142336,0.5592461,0.58852863,0.63434154,0.77321583,0.80510765,0.6478505
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36185357,0.6042255,0.35456535,0.60641474,0.36901632,0.5659834,0.3665045,0.5442146,0.35349968,0.50488746,0.3334175,0.51631117,0.4406878,0.5876294,0.4335246,0.5866175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.70167834,0.40937328,0.73548776,0.38344485,0.69737124,0.3527159,0.7815498,0.39714682,0.67893267,0.3253419,0.8027563,0.4515447,0.5849787,0.35283497,0.9170853,0.6261578,0.43390438,0.46606407,0.9240305,0.7627884,0.5606197,0.5673061,0.5760205,0.36394715,0.45577526,0.29508397,0.37262237,0.4063538,0.31079006,0.35094237,0.0,0.0,0.0,0.0
not fallen,0.6462082,0.15093778,0.6644903,0.13586493,0.61942214,0.12086797,0.6787211,0.19845109,0.56805116,0.1765702,0.74036175,0.388162,0.5376138,0.44395378,0.83297914,0.61517614,0.56974626,0.7466156,0.82205164,0.484279,0.6111932,0.75647247,0.8543272,0.8720894,0.7116657,0.91378033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not fallen,0.89524835,0.2924758,0.89651996,0.28482786,0.8881073,0.28450713,0.0,0.0,0.8698475,0.2925153,0.88212585,0.3425913,0.8490087,0.33706972,0.9068416,0.41358972,0.86603016,0.37004223,0.9343447,0.45171186,0.88240176,0.3194096,0.8859312,0.45724773,0.8653502,0.46649477,0.9591071,0.4952049,0.9491855,0.5114519,0.9770424,0.6048892,0.98646134,0.6248407
fall,0.4427486,0.82959044,0.4341298,0.83789015,0.0,0.0,0.42326537,0.84433526,0.46928892,0.8513253,0.40438104,0.8130888,0.49847922,0.8141181,0.36892727,0.77286124,0.5232033,0.7783505,0.38368297,0.73288476,0.52785873,0.73873,0.44196033,0.6892108,0.5025856,0.69536877,0.45757148,0.57333654,0.49404073,0.5818723,0.50186044,0.47987625,0.5123537,0.47742698
not fallen,0.8943004,0.3119541,0.89753836,0.30337113,0.8855829,0.3038238,0.0,0.0,0.8659031,0.3048247,0.8938603,0.34358943,0.84833807,0.34739307,0.9072489,0.4141908,0.84352446,0.40805954,0.9404278,0.45952478,0.8850543,0.34842867,0.8870063,0.4553687,0.85994834,0.46474832,0.95723945,0.49033266,0.9470766,0.49661824,0.96532005,0.6011962,0.96858054,0.5966352
not fallen,0.34714428,0.42002812,0.3603263,0.3974413,0.32539484,0.4064513,0.0,0.0,0.28232524,0.39403853,0.3771319,0.38969502,0.26529387,0.4756723,0.4776338,0.3671174,0.19719946,0.6130036,0.4857087,0.32186356,0.19612841,0.77631277,0.47480306,0.6016632,0.39635608,0.65787095,0.6113426,0.67732745,0.49509564,0.7592154,0.7780222,0.687401,0.5856728,0.7774834
fall,0.27470073,0.74932474,0.27639827,0.7444885,0.0,0.0,0.3011541,0.7251642,0.0,0.0,0.38758555,0.7275842,0.33093473,0.6815317,0.43384004,0.86993265,0.32558027,0.78255236,0.34965512,0.93240684,0.31475085,0.9053468,0.51267296,0.72573626,0.47084388,0.7005283,0.47261134,0.84361964,0.39048955,0.7675118,0.52467346,0.81911576,0.41664597,0.7722914
not fallen,0.57367676,0.2922786,0.57611984,0.26455587,0.55335695,0.2778579,0.0,0.0,0.5175603,0.30317688,0.585869,0.3848671,0.48280013,0.42328137,0.6001765,0.5528082,0.46593544,0.5301669,0.58284205,0.5307964,0.48835257,0.4165904,0.63992965,0.5932754,0.5757467,0.6419296,0.7363305,0.47327334,0.6836874,0.57707816,0.78694844,0.6669445,0.8166752,0.7719518
not fallen,0.3387777,0.22455244,0.3415895,0.21014331,0.32359144,0.202012,0.0,0.0,0.27708134,0.21459383,0.30015588,0.37545893,0.26142773,0.29360893,0.27385756,0.4719209,0.34180832,0.33765873,0.21077977,0.57891846,0.49426436,0.3643047,0.3676931,0.67703724,0.30124792,0.6608937,0.60274,0.585714,0.38536826,0.47698328,0.7766617,0.83866405,0.43880138,0.7214392
not fallen,0.5099432,0.23325926,0.51889825,0.2142874,0.49298722,0.22266012,0.5305913,0.23258734,0.46798435,0.24951622,0.56442916,0.3305861,0.4375208,0.32652897,0.66039747,0.35072288,0.35047847,0.35688972,0.7364685,0.34648362,0.25827533,0.33648154,0.5303094,0.5684013,0.46736693,0.5609598,0.54933196,0.6007153,0.55178374,0.537939,0.5170385,0.883591,0.6148113,0.78432566
not fallen,0.4167491,0.32458135,0.0,0.0,0.41256332,0.31076944,0.0,0.0,0.37420842,0.34162694,0.2553443,0.42844772,0.37430716,0.4731262,0.36250424,0.47782037,0.5132698,0.5485961,0.45656815,0.46924952,0.5318507,0.5081926,0.2323329,0.74121886,0.308184,0.7796554,0.4000118,0.56892854,0.4807519,0.629883,0.4624823,0.771882,0.51643205,0.80269784
not fallen,0.77803046,0.33922228,0.79202527,0.3221034,0.7760966,0.3247677,0.83775467,0.32271287,0.0,0.0,0.8699031,0.41114837,0.81018966,0.407827,0.8267811,0.5474965,0.75746596,0.5198103,0.707451,0.5938708,0.6880874,0.5715028,0.819174,0.62104213,0.77974707,0.59879076,0.65321356,0.65999573,0.63151866,0.62563175,0.67977136,0.8634186,0.6532147,0.8174121
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19392858,0.7829717,0.17792754,0.87387717,0.19027463,0.7161729,0.17228849,0.7999687,0.09762149,0.86053747,0.084261395,0.80601054,0.44970942,0.81424946,0.42787287,0.8874254,0.64260674,0.7848069,0.62380975,0.89689726,0.80966514,0.85155755,0.7846327,0.9291563
fall,0.3253827,0.75527,0.3169057,0.7500476,0.31793565,0.76736593,0.31486383,0.75792456,0.31793234,0.8020035,0.3345034,0.7452861,0.36716825,0.8520184,0.38853237,0.69325835,0.42318025,0.8532601,0.36041984,0.77097565,0.35099855,0.84584635,0.46296096,0.754102,0.4868331,0.8066398,0.47099018,0.6670145,0.5021574,0.7233559,0.5778991,0.65728605,0.6030764,0.7010857
fall,0.3589826,0.38785708,0.35159478,0.38394138,0.3432558,0.3910906,0.0,0.0,0.32573375,0.43051195,0.37525943,0.44503316,0.36487094,0.47953877,0.41581565,0.301896,0.38091144,0.30313882,0.39775726,0.20752628,0.39838305,0.207794,0.55900174,0.562937,0.5494655,0.59991133,0.60441345,0.30169556,0.62737465,0.39142117,0.6680272,0.39824402,0.6933492,0.5078493
not fallen,0.37202922,0.3407858,0.36616713,0.31877235,0.35011315,0.3223079,0.0,0.0,0.30451342,0.34504864,0.37519282,0.43497977,0.27312806,0.4543643,0.4719,0.5537235,0.33759633,0.5853658,0.5176279,0.66078746,0.4723985,0.6146216,0.4374237,0.6319744,0.37514344,0.66694534,0.60278076,0.5589496,0.5779318,0.6141122,0.6201594,0.81051797,0.65308315,0.8740417
fall,0.45435745,0.37189263,0.45346078,0.34187344,0.44120815,0.36492085,0.4817511,0.29340383,0.0,0.0,0.5589155,0.24413829,0.46456558,0.38669434,0.63558525,0.15243964,0.4521083,0.51112,0.6771108,0.17130527,0.39784098,0.61798346,0.68599546,0.32841048,0.60859203,0.4033633,0.79684293,0.4775282,0.5912436,0.58037555,0.9212246,0.6951908,0.6535521,0.8023321
not fallen,0.34375086,0.29063833,0.3564605,0.27749977,0.32599255,0.27318642,0.0,0.0,0.26570734,0.2770651,0.42115688,0.35904858,0.15111499,0.34194896,0.54564905,0.41580725,0.16347645,0.28811607,0.603599,0.33669788,0.2270348,0.22122012,0.4031941,0.50865656,0.22678809,0.53349155,0.60861963,0.48798075,0.32983223,0.60889286,0.38877952,0.6707565,0.40691862,0.82674164
not fallen,0.27319595,0.2225046,0.2776756,0.19768015,0.23375113,0.21419604,0.3236726,0.20581256,0.20524232,0.2433626,0.48584515,0.29436496,0.18702386,0.31684926,0.620559,0.3946213,0.19950321,0.41694736,0.61092967,0.4335726,0.4047493,0.43751144,0.593033,0.4805894,0.3848452,0.50775486,0.78721875,0.52869385,0.500633,0.56380504,0.7639749,0.8219685,0.5976134,0.8347153
fall,0.188812,0.8253776,0.1809113,0.81850994,0.17253862,0.8305533,0.0,0.0,0.15492709,0.87095135,0.22379445,0.90178025,0.19097851,0.9486126,0.0,0.0,0.22238913,1.0,0.0,0.0,0.22494392,0.98662424,0.3685522,0.9423877,0.35152346,0.97611445,0.0,0.0,0.4459265,0.819981,0.0,0.0,0.5675761,0.77622753
not fallen,0.5198483,0.26273972,0.56030655,0.22362557,0.4982426,0.21114126,0.6585521,0.19815616,0.0,0.0,0.7444129,0.39686173,0.48565188,0.33640242,0.68120927,0.78647774,0.4141625,0.62223375,0.44049034,0.8078,0.3618844,0.74914247,0.6603523,0.8476617,0.47360468,0.79060024,0.48973212,0.9019794,0.2098507,0.85261136,0.0,0.0,0.0,0.0
not fallen,0.38928202,0.3621529,0.3962126,0.3466316,0.37409598,0.3362165,0.0,0.0,0.3122681,0.34985453,0.4094779,0.47005337,0.23872373,0.49983627,0.5434242,0.46699208,0.1746654,0.6779974,0.57651204,0.32436213,0.11478653,0.8178428,0.4094119,0.8055269,0.29594636,0.8222583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not fallen,0.34402582,0.29077616,0.35565367,0.27858266,0.32499322,0.2732712,0.0,0.0,0.26714477,0.27845123,0.41891453,0.3625711,0.15994984,0.3368244,0.53045636,0.41044965,0.17529082,0.2778122,0.60136485,0.34057027,0.24808314,0.20157826,0.39550033,0.5035137,0.22617288,0.52209824,0.58610517,0.4976747,0.31209692,0.6005623,0.38310537,0.6836609,0.39929897,0.81709284
fall,0.5079395,0.24805652,0.52489656,0.22566096,0.48800358,0.22861342,0.5527393,0.23040615,0.4643397,0.2369504,0.59415615,0.35284543,0.43439683,0.35860988,0.626213,0.4870287,0.4299552,0.49333188,0.0,0.0,0.0,0.0,0.57854503,0.57845604,0.47547603,0.58295405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.27348492,0.30118302,0.27689397,0.2759163,0.0,0.0,0.30800277,0.21112664,0.0,0.0,0.3944055,0.2518936,0.35244825,0.15722035,0.3398106,0.5162865,0.25916123,0.2240411,0.21522085,0.5818862,0.11940348,0.30480617,0.70778686,0.42251968,0.6670885,0.41032323,0.7378895,0.74179476,0.6235986,0.75302994,0.0,0.0,0.0,0.0
fall,0.5451175,0.7340301,0.5491458,0.7532728,0.5485313,0.7336604,0.0,0.0,0.53828824,0.71253395,0.4901683,0.7679165,0.51094455,0.6703602,0.46401778,0.74233454,0.5145172,0.58577555,0.52743655,0.7141944,0.5666031,0.614764,0.4059042,0.6117691,0.42430314,0.57484925,0.45231923,0.50782275,0.45896474,0.4837084,0.43948594,0.34282678,0.44585705,0.34052435
fall,0.5431332,0.7328994,0.55238074,0.7397849,0.5516859,0.7226932,0.0,0.0,0.55498487,0.72168314,0.5036165,0.7878506,0.5175664,0.69396293,0.46003762,0.77453476,0.5134315,0.60155535,0.5271317,0.6998335,0.5638589,0.614183,0.44129306,0.7049945,0.44589177,0.6643343,0.46101427,0.63592553,0.45192215,0.5806505,0.43198428,0.6090729,0.44319007,0.5635576
